date,city,pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket
2020-05-23,Chandigarh,35.26,101.53750000000001,2.99,4.15,9.9,21.565,0.56,12.99,50.61,3.54,1.22,0.98,130.0,Moderate
2020-05-24,Chandigarh,24.52,88.82,3.16,4.5,10.35,21.565,0.45,10.63,47.61,3.51,0.53,0.98,104.0,Moderate
2020-05-25,Chandigarh,26.31,85.9175,2.96,4.43,9.78,21.565,0.45,14.61,45.71,3.41,0.23,0.98,91.0,Satisfactory
2020-05-26,Chandigarh,29.31,89.31,3.63,4.14,10.15,21.565,0.38,17.55,62.14,3.54,0.67,0.98,97.0,Satisfactory
2020-05-27,Chandigarh,19.09,94.4,4.36,5.67,10.72,21.565,0.38,16.16,57.07,3.22,0.48,0.98,107.0,Moderate
2020-05-28,Chandigarh,19.87,94.14,4.56,7.07,11.44,21.565,0.42,12.95,42.21,3.05,0.36,0.98,98.0,Satisfactory
2020-05-29,Chandigarh,11.88,85.9175,3.83,6.59,10.57,21.565,0.55,11.69,29.66,2.8,1.97,0.98,77.0,Satisfactory
2020-05-30,Chandigarh,15.25,85.9175,3.25,5.34,8.53,21.565,0.48,9.53,28.26,3.21,0.76,0.98,48.0,Good
2020-05-31,Chandigarh,16.6,85.9175,3.11,5.43,8.27,21.565,0.68,9.95,18.6,2.96,0.46,0.98,46.0,Good
2020-06-01,Chandigarh,18.59,85.9175,3.23,5.11,8.69,21.565,0.49,13.92,35.57,2.95,0.49,0.98,56.0,Satisfactory
2020-06-02,Chandigarh,18.36,85.9175,4.36,5.02,8.3,21.565,0.32,11.65,28.53,2.88,0.28,0.98,57.0,Satisfactory
2020-06-03,Chandigarh,16.71,85.9175,2.54,9.17,6.52,21.565,0.2,12.02,27.44,3.48,0.28,0.98,67.0,Satisfactory
2020-06-04,Chandigarh,14.48,85.9175,1.49,10.16,6.46,21.565,0.2,11.58,34.95,3.07,0.19,0.98,72.0,Satisfactory
2020-06-05,Chandigarh,21.25,85.9175,1.76,9.52,6.38,15.85,0.23,10.36,27.91,3.54,0.21,0.98,54.0,Satisfactory
2020-06-06,Chandigarh,22.07,85.9175,2.2,8.37,6.1,15.85,0.29,13.94,27.05,2.92,0.73,0.98,50.0,Good
2020-06-07,Chandigarh,16.35,95.68,2.94,14.64,9.96,15.85,0.3,11.11,32.2,3.54,0.62,0.98,53.0,Satisfactory
2020-06-08,Chandigarh,21.12,85.9175,3.72,14.96,10.35,15.85,0.3,12.61,33.96,3.54,0.41,0.98,61.0,Satisfactory
2020-06-09,Chandigarh,29.37,85.9175,1.36,11.05,6.89,15.85,0.29,16.51,40.05,3.54,2.97,0.98,63.0,Satisfactory
2020-06-10,Chandigarh,24.53,85.9175,1.92,12.04,7.65,21.565,0.32,10.59,34.92,3.54,3.21,0.98,72.0,Satisfactory
2020-06-11,Chandigarh,25.59,85.9175,2.02,10.68,7.22,21.565,0.3,11.46,44.57,3.54,4.4,0.98,78.0,Satisfactory
2020-06-12,Chandigarh,33.92,85.9175,0.61,8.16,4.75,21.565,0.31,14.37,56.51,3.09,0.35,0.98,87.0,Satisfactory
2020-06-13,Chandigarh,25.68,85.9175,1.35,11.6,7.04,21.565,0.3,8.41,36.37,3.54,0.44,0.98,85.0,Satisfactory
2020-06-14,Chandigarh,21.72,85.9175,3.07,8.43,6.82,21.565,0.3,12.65,37.23,3.54,0.52,0.98,71.0,Satisfactory
2020-06-15,Chandigarh,21.74,85.9175,0.52,6.21,3.66,21.565,0.31,12.87,62.28,2.59,0.37,0.98,73.0,Satisfactory
2020-06-16,Chandigarh,21.2,85.9175,3.68,11.63,8.93,21.565,0.3,13.31,53.87,3.17,0.45,0.98,73.0,Satisfactory
2020-06-17,Chandigarh,20.84,85.9175,2.28,7.87,5.14,21.565,0.31,11.98,53.01,3.13,0.39,0.98,72.0,Satisfactory
2020-06-18,Chandigarh,28.75,85.9175,0.69,8.61,4.82,21.565,0.31,8.31,49.32,3.06,0.39,0.98,72.0,Satisfactory
2020-06-19,Chandigarh,16.34,85.9175,0.88,8.53,5.21,21.565,0.31,7.94,42.03,2.9,0.39,0.98,82.0,Satisfactory
2020-06-20,Chandigarh,23.97,85.9175,1.36,9.83,6.07,15.85,0.3,7.64,32.07,3.54,0.4,0.98,58.0,Satisfactory
2020-06-21,Chandigarh,26.45,85.9175,0.44,9.1,5.08,21.565,0.28,9.62,45.2,3.54,0.31,0.98,76.0,Satisfactory
2020-06-22,Chandigarh,21.69,85.9175,1.02,9.25,5.03,21.565,0.3,14.34,43.95,3.54,0.3,0.98,61.0,Satisfactory
2020-06-23,Chandigarh,19.17,85.9175,1.03,7.69,4.8,21.565,0.29,8.71,36.97,3.46,0.27,0.98,53.0,Satisfactory
2020-06-24,Chandigarh,16.79,95.68,2.71,8.58,6.59,21.565,0.3,8.3,22.17,2.99,0.28,0.98,38.0,Good
2020-06-25,Chandigarh,14.15,85.9175,1.88,6.87,5.11,21.565,0.3,13.13,24.25,2.96,0.29,0.98,37.0,Good
2020-06-26,Chandigarh,31.84,85.9175,0.92,7.4,4.62,21.565,0.31,10.19,43.26,3.53,0.29,0.98,68.0,Satisfactory
2020-06-27,Chandigarh,35.55,85.9175,0.59,6.79,4.02,15.85,0.3,7.42,43.33,3.09,0.29,0.98,79.0,Satisfactory
2020-06-28,Chandigarh,39.42,85.9175,0.67,7.21,4.31,15.85,0.29,13.08,45.54,3.52,0.39,0.98,73.0,Satisfactory
2020-06-29,Chandigarh,38.89,88.27,1.25,8.57,5.48,15.85,0.3,15.06,35.94,3.54,0.31,0.98,83.0,Satisfactory
2020-06-30,Chandigarh,20.28,85.9175,1.0,7.36,4.62,15.85,0.3,12.3,35.69,2.45,5.505000000000001,0.98,71.0,Satisfactory
2020-07-01,Chandigarh,32.9,85.9175,0.56,9.87,5.92,15.85,0.33,14.91,34.33,3.31,0.33,0.98,66.0,Satisfactory
2015-01-01,Chennai,48.57,95.68,16.3,15.39,22.68,6.324999999999998,1.17,9.2,11.35,0.17,2.97,0.98,118.0,Satisfactory
2015-01-02,Chennai,48.57,95.68,16.49,13.42,23.09,7.83,1.23,8.61,9.16,0.13,2.97,0.98,118.0,Severe
2015-01-03,Chennai,48.57,95.68,9.72,19.56,9.99,6.324999999999998,0.77,9.16,13.45,0.03,2.97,0.98,118.0,Moderate
2015-01-04,Chennai,48.57,95.68,9.6,16.2,11.71,6.324999999999998,1.0,9.16,10.33,1.07,2.97,0.98,118.0,Moderate
2015-01-05,Chennai,48.57,95.68,9.16,16.3,12.94,6.324999999999998,0.9,16.6,9.36,1.07,2.97,0.98,118.0,Very Poor
2015-01-06,Chennai,48.57,95.68,21.085,35.6,13.42,6.324999999999998,0.91,17.814999999999998,12.61,0.57,2.97,0.98,118.0,Very Poor
2015-01-07,Chennai,48.57,95.68,9.89,46.38,13.32,6.324999999999998,1.22,9.16,13.94,0.2,2.97,0.98,118.0,Very Poor
2015-01-08,Chennai,48.57,95.68,21.085,37.79,10.98,6.324999999999998,1.15,17.814999999999998,38.29,0.97,3.54,0.98,118.0,Very Poor
2015-01-09,Chennai,48.57,95.68,9.89,42.65,10.52,6.324999999999998,1.31,17.814999999999998,27.34,3.1,2.97,0.98,118.0,Very Poor
2015-01-10,Chennai,48.57,95.68,10.2,19.17,11.15,6.324999999999998,0.98,17.36,27.19,0.04,2.97,0.98,118.0,Very Poor
2015-01-11,Chennai,48.57,95.68,9.89,49.87,14.65,6.324999999999998,0.8,17.814999999999998,19.04,0.39,2.97,0.98,118.0,Very Poor
2015-01-12,Chennai,48.57,95.68,21.085,30.31,15.71,6.324999999999998,1.07,9.16,18.32,0.1,2.97,0.98,118.0,Very Poor
2015-01-13,Chennai,48.57,95.68,9.89,55.205,12.73,6.324999999999998,0.97,16.44,17.25,0.78,0.96,0.98,118.0,Very Poor
2015-01-14,Chennai,48.57,95.68,21.085,38.23,15.74,8.79,1.22,17.814999999999998,23.68,2.67,2.97,0.98,118.0,Very Poor
2015-01-15,Chennai,48.57,95.68,18.58,23.87,12.97,6.324999999999998,1.01,17.814999999999998,14.1,0.24,2.97,0.98,118.0,Very Poor
2015-01-16,Chennai,48.57,95.68,12.29,18.39,12.51,6.324999999999998,1.17,13.18,13.22,0.14,2.97,0.98,118.0,Very Poor
2015-01-17,Chennai,48.57,95.68,9.57,17.4,12.93,6.324999999999998,1.7,10.44,26.34,0.03,2.97,0.98,118.0,Very Poor
2015-01-18,Chennai,48.57,95.68,21.085,30.7,9.26,6.324999999999998,1.12,11.33,29.08,0.09,2.97,0.98,118.0,Very Poor
2015-01-19,Chennai,48.57,95.68,9.89,41.8,9.43,6.324999999999998,1.9900000000000002,9.72,27.45,0.31,2.97,0.98,118.0,Very Poor
2015-01-20,Chennai,48.57,95.68,21.085,27.9,11.76,20.14,1.99,8.52,32.32,0.06,2.97,0.98,118.0,Very Poor
2015-01-21,Chennai,48.57,95.68,9.89,55.205,8.54,6.324999999999998,1.79,9.28,18.84,1.07,2.97,0.98,118.0,Very Poor
2015-01-22,Chennai,48.57,95.68,9.89,46.77,8.85,6.324999999999998,1.43,7.64,24.98,1.07,2.97,0.98,118.0,Very Poor
2015-01-23,Chennai,48.57,95.68,9.89,37.55,10.49,6.324999999999998,0.88,10.57,42.33,1.07,2.97,0.98,118.0,Poor
2015-01-24,Chennai,48.57,95.68,12.39,9.89,14.62,6.324999999999998,0.84,7.39,37.17,1.07,2.97,0.98,118.0,Poor
2015-01-25,Chennai,48.57,95.68,21.085,10.14,14.56,6.324999999999998,0.85,7.16,17.11,1.07,2.97,0.98,118.0,Very Poor
2015-01-26,Chennai,48.57,95.68,21.085,10.44,14.43,6.324999999999998,1.9900000000000002,7.38,20.18,1.07,2.97,0.98,118.0,Very Poor
2015-01-27,Chennai,48.57,95.68,8.83,12.63,13.41,6.324999999999998,1.16,7.14,27.02,1.07,2.97,0.98,118.0,Poor
2015-01-28,Chennai,48.57,95.68,10.41,16.83,14.9,6.324999999999998,0.88,8.06,36.68,1.07,5.505000000000001,0.98,118.0,Poor
2015-01-29,Chennai,48.57,95.68,9.89,41.79,13.2,6.324999999999998,0.84,8.46,26.29,1.07,2.86,0.98,118.0,Poor
2015-01-30,Chennai,48.57,95.68,21.085,23.84,15.56,6.324999999999998,0.82,9.46,21.75,1.07,2.97,0.98,118.0,Very Poor
2015-01-31,Chennai,48.57,95.68,9.89,46.59,14.26,6.324999999999998,0.94,7.88,38.57,1.07,5.505000000000001,0.98,118.0,Severe
2015-02-01,Chennai,48.57,95.68,21.085,26.05,12.53,6.324999999999998,0.71,7.76,42.61,1.07,5.505000000000001,0.98,118.0,Severe
2015-02-02,Chennai,48.57,95.68,10.61,15.82,20.87,6.324999999999998,1.59,10.58,38.8,1.07,5.505000000000001,0.98,118.0,Severe
2015-02-03,Chennai,48.57,95.68,9.09,14.89,17.92,6.324999999999998,0.98,6.83,29.08,1.07,2.97,0.98,118.0,Severe
2015-02-04,Chennai,48.57,95.68,9.22,14.0,16.97,21.565,0.85,4.89,36.62,1.07,5.505000000000001,0.98,118.0,Poor
2015-02-05,Chennai,48.57,95.68,15.68,19.17,16.44,15.85,0.95,7.48,29.93,1.07,2.97,0.98,118.0,Moderate
2015-02-06,Chennai,48.57,95.68,11.9,16.7,17.47,15.85,0.76,7.36,37.13,1.07,2.97,0.98,118.0,Very Poor
2015-02-07,Chennai,48.57,95.68,8.78,13.46,16.99,21.565,0.89,6.42,33.12,1.07,0.38,0.98,118.0,Very Poor
2015-02-08,Chennai,48.57,95.68,8.35,12.98,17.84,15.85,1.16,6.21,33.17,1.07,5.505000000000001,0.98,118.0,Very Poor
2015-02-09,Chennai,48.57,95.68,8.43,13.43,19.17,15.85,1.1,6.27,31.08,1.07,2.97,0.98,118.0,Very Poor
2015-02-10,Chennai,48.57,95.68,8.99,13.2,16.15,15.85,1.0,6.64,40.77,1.07,2.97,0.98,118.0,Poor
2015-02-11,Chennai,48.57,95.68,11.62,14.8,17.39,15.85,1.0,6.87,40.57,1.07,2.97,0.98,118.0,Very Poor
2015-02-12,Chennai,48.57,95.68,10.77,14.27,16.47,15.85,0.97,6.79,47.85,1.07,2.97,0.98,118.0,Poor
2015-02-13,Chennai,48.57,95.68,11.4,14.16,14.83,15.85,1.19,7.21,36.94,1.07,2.97,0.98,118.0,Severe
2015-02-14,Chennai,48.57,95.68,9.83,12.97,15.28,15.85,1.43,7.84,31.32,1.07,2.97,0.98,118.0,Very Poor
2015-02-15,Chennai,48.57,95.68,9.97,13.02,16.57,15.85,0.99,7.58,26.41,1.07,2.97,0.98,118.0,Very Poor
2015-02-16,Chennai,48.57,95.68,9.55,12.63,15.2,15.85,0.98,7.38,30.87,1.07,2.97,0.98,118.0,Severe
2015-02-17,Chennai,48.57,95.68,11.76,14.43,11.95,15.85,0.88,8.35,33.53,1.07,2.97,0.98,118.0,Severe
2015-02-18,Chennai,48.57,95.68,12.57,15.78,10.13,15.85,0.88,9.15,33.83,1.07,2.97,0.98,118.0,Severe
2015-02-19,Chennai,48.57,95.68,12.62,15.2,10.55,15.85,0.88,9.42,19.3,1.07,2.97,0.98,118.0,Severe
2015-02-20,Chennai,48.57,95.68,12.1,13.43,13.11,15.85,0.88,11.51,30.22,1.07,1.64,0.98,118.0,Very Poor
2015-02-21,Chennai,48.57,95.68,9.33,11.56,14.85,15.85,0.85,7.04,24.91,1.07,3.31,0.98,118.0,Severe
2015-02-22,Chennai,48.57,95.68,8.72,11.4,12.7,15.85,0.9,6.31,30.54,1.07,5.505000000000001,0.98,118.0,Severe
2015-02-23,Chennai,48.57,95.68,13.54,15.81,13.57,15.85,0.9,6.13,25.03,1.07,3.24,0.98,118.0,Poor
2015-02-24,Chennai,48.57,95.68,14.05,14.44,14.09,15.85,0.9,7.34,29.33,1.07,2.97,0.98,118.0,Severe
2015-02-25,Chennai,48.57,95.68,10.83,11.57,16.94,15.85,1.41,8.67,30.18,1.07,2.97,0.98,118.0,Very Poor
2015-02-26,Chennai,48.57,95.68,7.97,13.22,15.59,15.85,0.88,6.31,29.46,1.07,4.29,0.98,118.0,Very Poor
2015-02-27,Chennai,48.57,95.68,10.16,11.24,12.99,15.85,0.97,7.77,40.47,1.07,5.505000000000001,0.98,118.0,Very Poor
2015-02-28,Chennai,48.57,95.68,8.73,11.7,11.08,21.565,1.15,6.09,25.91,1.07,2.97,0.98,118.0,Very Poor
2015-03-01,Chennai,48.57,95.68,8.16,11.38,11.91,14.42,1.15,5.8,52.44,1.07,5.505000000000001,0.98,118.0,Very Poor
2015-03-02,Chennai,48.57,95.68,8.66,10.95,12.26,14.83,0.88,5.29,30.84,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-03,Chennai,48.57,95.68,10.02,12.29,11.48,15.85,0.88,8.15,47.22,1.07,5.505000000000001,0.98,118.0,Moderate
2015-03-04,Chennai,48.57,95.68,9.25,11.37,11.41,15.85,0.88,6.77,41.26,1.07,5.505000000000001,0.98,118.0,Severe
2015-03-05,Chennai,48.57,95.68,10.67,14.04,8.45,15.85,0.88,7.59,63.26,1.07,5.505000000000001,0.98,118.0,Severe
2015-03-06,Chennai,48.57,95.68,11.44,16.34,8.46,15.85,0.88,10.07,30.84,1.07,2.97,0.98,118.0,Severe
2015-03-07,Chennai,48.57,95.68,11.05,18.61,11.19,10.8,0.88,8.04,30.84,1.07,2.97,0.98,118.0,Very Poor
2015-03-08,Chennai,48.57,95.68,10.26,18.9,10.12,10.89,0.88,5.5,64.65,1.07,2.97,0.98,118.0,Moderate
2015-03-09,Chennai,48.57,95.68,10.03,18.29,12.99,11.03,0.88,5.29,30.84,1.07,2.16,0.98,118.0,Moderate
2015-03-10,Chennai,48.57,95.68,10.07,22.44,16.57,11.42,0.88,4.61,34.6,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-11,Chennai,48.57,95.68,10.4,21.64,19.98,11.56,1.13,5.03,35.85,2.62,5.505000000000001,0.98,118.0,Poor
2015-03-12,Chennai,48.57,95.68,11.46,16.02,14.87,10.86,1.11,5.22,57.14,1.07,2.97,0.98,118.0,Very Poor
2015-03-13,Chennai,48.57,95.68,11.18,16.2,13.81,13.77,0.88,8.43,52.68,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-14,Chennai,48.57,95.68,9.82,16.41,14.35,10.89,1.12,7.79,51.23,1.07,2.97,0.98,118.0,Very Poor
2015-03-15,Chennai,48.57,95.68,21.085,35.78,13.25,11.15,1.07,5.58,47.28,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-16,Chennai,48.57,95.68,17.08,24.87,14.08,11.16,1.09,5.63,52.19,1.07,5.505000000000001,0.98,118.0,Moderate
2015-03-17,Chennai,48.57,95.68,9.89,48.6,17.67,10.54,1.07,10.75,68.34,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-18,Chennai,48.57,95.68,9.89,54.96,14.34,9.96,1.25,10.87,34.43,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-19,Chennai,48.57,95.68,14.24,22.4,16.37,9.99,1.02,12.45,48.82,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-20,Chennai,48.57,95.68,14.93,22.22,13.62,10.04,1.05,10.7,35.5,1.07,5.505000000000001,0.98,118.0,Poor
2015-03-21,Chennai,48.57,95.68,21.085,36.81,15.25,11.76,0.81,13.96,54.8,1.07,2.97,0.98,118.0,Poor
2015-03-22,Chennai,48.57,95.68,14.05,22.96,12.06,9.56,1.9900000000000002,8.66,49.91,1.07,2.97,0.98,118.0,Poor
2015-03-23,Chennai,48.57,95.68,21.085,30.32,14.48,11.76,1.38,8.86,30.17,1.07,5.505000000000001,0.98,118.0,Severe
2015-03-24,Chennai,48.57,95.68,21.085,21.69,12.77,9.68,0.93,14.04,38.67,1.07,5.505000000000001,0.98,118.0,Very Poor
2015-03-25,Chennai,48.57,95.68,21.085,21.69,14.71,13.31,1.32,10.16,39.17,1.07,5.505000000000001,0.98,118.0,Very Poor
2015-03-26,Chennai,48.57,95.68,16.83,31.79,25.73,10.91,1.41,11.94,44.52,1.07,5.505000000000001,0.98,118.0,Very Poor
2015-03-27,Chennai,48.57,95.68,9.89,50.12,20.48,11.51,1.27,9.16,27.64,1.07,5.505000000000001,0.98,118.0,Severe
2015-03-28,Chennai,88.65,95.68,21.085,38.75,20.64,10.97,1.9900000000000002,11.76,27.68,1.07,2.97,0.98,118.0,Severe
2015-03-29,Chennai,81.34,95.68,21.085,48.15,19.74,10.35,1.34,5.59,27.69,1.07,2.97,0.98,118.0,Moderate
2015-03-30,Chennai,48.57,95.68,12.8,25.53,16.36,10.41,1.24,8.05,27.57,1.07,5.505000000000001,0.98,118.0,Moderate
2015-03-31,Chennai,51.69,95.68,9.89,46.48,16.09,11.41,1.23,6.53,27.62,1.07,5.505000000000001,0.98,200.5,Very Poor
2015-04-01,Chennai,97.35,95.68,9.89,36.98,14.4,10.04,1.33,4.65,27.54,1.07,5.505000000000001,0.98,200.5,Poor
2015-04-02,Chennai,97.35,95.68,21.085,38.34,14.8,11.53,1.08,6.22,27.65,1.07,4.72,0.98,200.5,Poor
2015-04-03,Chennai,42.82,95.68,21.085,35.32,16.86,10.17,1.21,6.23,27.6,1.07,2.97,0.98,200.5,Poor
2015-04-04,Chennai,48.57,95.68,20.88,26.89,17.5,10.1,1.23,4.74,27.57,1.07,3.73,0.98,118.0,Moderate
2015-04-05,Chennai,85.86,95.68,17.2,26.79,17.04,12.33,1.14,3.96,27.58,1.07,4.48,0.98,200.5,Very Poor
2015-04-06,Chennai,83.19,95.68,9.46,16.84,15.85,12.35,0.88,5.63,23.22,0.14,5.12,0.98,193.0,Moderate
2015-04-07,Chennai,48.35,95.68,13.12,18.16,15.86,10.95,0.88,5.73,13.38,0.11,2.97,0.98,151.0,Moderate
2015-04-08,Chennai,73.66,95.68,8.54,17.07,17.64,10.83,1.1,3.76,24.4,1.07,2.97,0.98,137.0,Moderate
2015-04-09,Chennai,66.72,95.68,12.08,16.79,15.37,12.76,0.88,4.31,22.29,1.07,5.505000000000001,0.98,200.5,Poor
2015-04-10,Chennai,80.79,95.68,12.98,16.3,17.21,10.7,0.88,5.7,19.22,1.07,2.97,0.98,172.0,Moderate
2015-04-11,Chennai,75.59,95.68,8.57,16.81,18.36,11.54,1.57,5.16,27.01,1.07,2.97,0.98,149.0,Moderate
2015-04-12,Chennai,75.82,95.68,7.44,17.27,15.86,11.58,1.13,3.58,27.57,1.07,2.97,0.98,157.0,Moderate
2015-04-13,Chennai,80.23,95.68,12.33,20.43,13.51,9.86,0.88,5.58,23.1,3.54,2.97,0.98,200.5,Poor
2015-04-14,Chennai,87.48,95.68,7.97,18.6,17.24,10.79,1.02,6.25,27.62,1.07,2.97,0.98,200.5,Poor
2015-04-15,Chennai,72.65,95.68,9.4,18.34,13.71,9.6,0.88,4.7,28.02,1.07,2.97,0.98,200.5,Poor
2015-04-16,Chennai,90.72,95.68,12.93,19.6,13.63,9.91,0.88,1.75,24.24,3.54,2.97,0.98,200.5,Poor
2015-04-17,Chennai,73.28,95.68,10.34,22.18,20.41,9.81,1.02,4.53,27.79,1.07,3.52,0.98,152.0,Moderate
2015-04-18,Chennai,73.33,95.68,10.84,22.69,19.72,10.07,0.98,3.82,27.81,1.07,2.97,0.98,152.0,Moderate
2015-04-19,Chennai,71.17,95.68,18.3,29.45,18.05,10.46,0.92,4.36,27.86,1.07,5.42,0.98,148.0,Moderate
2015-04-20,Chennai,78.58,95.68,9.89,21.69,19.01,10.33,1.06,5.99,27.82,1.07,2.97,0.98,149.0,Moderate
2015-04-21,Chennai,74.55,95.68,21.085,37.66,18.13,9.97,1.13,5.08,27.79,1.07,2.97,0.98,158.0,Moderate
2015-04-22,Chennai,73.8,95.68,10.66,25.18,18.57,10.47,0.92,6.3,27.76,1.07,2.97,0.98,145.0,Moderate
2015-04-23,Chennai,69.28,95.68,21.085,41.89,18.28,13.36,1.9900000000000002,4.14,27.59,1.07,5.505000000000001,0.98,142.0,Moderate
2015-04-24,Chennai,70.45,95.68,21.085,39.33,14.56,12.32,0.88,5.1,27.91,1.07,5.505000000000001,0.98,180.0,Moderate
2015-04-25,Chennai,60.15,95.68,21.085,35.63,10.76,11.38,0.88,8.42,30.84,1.07,2.97,0.98,130.0,Moderate
2015-04-26,Chennai,57.57,95.68,9.89,36.72,6.91,10.85,0.88,1.23,30.84,1.07,2.97,0.98,102.0,Moderate
2015-04-27,Chennai,67.8,95.68,21.085,26.61,8.07,15.0,0.88,0.91,30.84,1.07,2.97,0.98,113.0,Moderate
2015-04-28,Chennai,70.85,95.68,9.89,45.19,7.91,13.97,0.88,9.16,30.84,1.07,2.97,0.98,136.0,Moderate
2015-04-29,Chennai,63.16,95.68,9.89,49.3,9.38,14.0,0.88,9.32,30.84,1.07,2.97,0.98,130.0,Moderate
2015-04-30,Chennai,55.47,95.68,9.89,55.205,10.16,18.24,0.88,6.67,30.84,1.07,0.53,0.98,115.0,Moderate
2015-05-01,Chennai,51.62,95.68,16.04,19.39,8.77,16.77,0.88,3.44,30.84,2.91,0.1,0.98,108.0,Moderate
2015-05-02,Chennai,85.26,95.68,21.085,37.2,9.61,20.97,0.88,2.69,30.84,0.15,2.97,0.98,139.0,Moderate
2015-05-03,Chennai,44.26,95.68,21.085,34.41,20.42,16.24,0.88,4.29,11.32,0.62,2.97,0.98,140.0,Moderate
2015-05-04,Chennai,28.97,95.68,14.67,16.92,7.19,16.06,0.88,5.86,11.91,0.57,0.46,0.98,100.0,Satisfactory
2015-05-05,Chennai,35.16,95.68,20.39,22.34,10.33,14.54,0.88,6.65,17.11,2.45,1.24,0.98,107.0,Moderate
2015-05-06,Chennai,44.1,95.68,11.98,16.92,12.74,14.63,0.88,11.24,19.53,3.44,3.87,0.98,124.0,Moderate
2015-05-07,Chennai,57.31,95.68,7.24,20.94,21.64,18.01,1.72,9.54,23.77,2.94,2.97,0.98,130.0,Moderate
2015-05-08,Chennai,54.28,95.68,18.46,24.85,17.05,21.565,0.88,17.814999999999998,31.3,0.85,2.97,0.98,200.5,Poor
2015-05-09,Chennai,60.64,95.68,15.09,25.94,17.23,21.565,0.88,16.28,28.72,1.52,1.45,0.98,126.0,Moderate
2015-05-10,Chennai,53.69,95.68,21.085,29.04,37.17,19.91,1.9900000000000002,9.01,20.45,0.13,2.97,0.98,153.0,Moderate
2015-05-11,Chennai,49.2,95.68,19.46,33.32,31.25,17.07,0.88,17.814999999999998,21.28,3.54,2.97,0.98,176.0,Moderate
2015-05-12,Chennai,82.63,95.68,21.085,43.83,43.94,18.78,1.8,17.42,22.25,1.07,5.09,0.98,146.0,Moderate
2015-05-13,Chennai,97.35,95.68,9.42,22.81,21.94,17.5,1.95,10.63,23.81,1.07,5.505000000000001,0.98,200.5,Poor
2015-05-14,Chennai,97.35,95.68,15.04,23.93,24.47,21.565,1.9900000000000002,10.36,24.4,0.01,5.36,0.98,200.5,Poor
2015-05-15,Chennai,70.64,95.68,6.67,20.05,18.36,15.85,1.6,10.03,25.08,1.07,5.47,0.98,178.0,Moderate
2015-05-16,Chennai,91.69,95.68,6.21,19.7,18.4,15.85,1.9900000000000002,10.54,24.75,1.07,5.01,0.98,200.5,Poor
2015-05-17,Chennai,79.98,95.68,6.78,19.21,18.38,15.85,0.88,9.98,25.84,1.07,3.66,0.98,200.5,Poor
2015-05-18,Chennai,87.7,95.68,6.53,19.56,18.2,15.85,1.9900000000000002,11.85,26.06,1.07,2.62,0.98,196.0,Moderate
2015-05-19,Chennai,83.47,95.68,9.89,49.11,35.47,15.85,0.88,15.11,26.21,1.07,2.09,0.98,156.0,Moderate
2015-05-20,Chennai,97.35,95.68,5.9,16.44,18.92,15.85,0.88,16.19,24.28,1.07,2.03,0.98,135.0,Moderate
2015-05-21,Chennai,97.35,95.68,6.16,16.72,18.82,15.85,1.9900000000000002,14.97,39.53,1.07,2.85,0.98,197.0,Moderate
2015-05-22,Chennai,85.55,95.68,5.93,16.47,18.43,15.85,0.88,13.12,40.22,2.88,2.76,0.98,200.0,Moderate
2015-05-23,Chennai,90.87,95.68,7.67,17.24,19.78,15.85,1.9900000000000002,10.51,40.41,3.21,4.2,0.98,166.0,Moderate
2015-05-24,Chennai,78.25,95.68,6.55,17.43,17.31,15.85,1.91,17.814999999999998,26.44,1.07,2.26,0.98,148.0,Moderate
2015-05-25,Chennai,97.35,95.68,9.66,17.14,20.45,15.85,0.88,11.06,40.59,1.07,2.2,0.98,177.0,Moderate
2015-05-26,Chennai,97.35,95.68,6.1,15.58,17.15,15.85,0.88,12.79,40.91,1.07,4.2,0.98,200.5,Poor
2015-05-27,Chennai,97.35,95.68,9.6,16.33,19.94,15.85,0.88,11.4,43.83,3.54,4.15,0.98,200.5,Poor
2015-05-28,Chennai,97.35,95.68,14.0,20.24,23.78,15.85,0.88,11.34,52.84,2.7,3.99,0.98,200.5,Poor
2015-05-29,Chennai,97.35,95.68,19.0,21.32,26.22,15.85,1.45,10.99,44.51,1.07,2.97,0.98,200.5,Poor
2015-05-30,Chennai,97.35,95.68,21.085,25.74,35.87,15.85,1.9900000000000002,9.7,52.73,1.07,2.97,0.98,200.5,Poor
2015-05-31,Chennai,97.35,95.68,18.69,29.99,27.0,15.85,1.43,11.03,48.19,1.07,2.97,0.98,200.5,Poor
2015-06-01,Chennai,97.35,95.68,4.23,14.97,15.73,15.85,1.56,11.45,46.7,1.07,0.11,0.98,200.5,Poor
2015-06-02,Chennai,97.35,95.68,4.48,14.35,14.84,15.85,1.9900000000000002,9.62,47.98,1.07,2.97,0.98,200.5,Poor
2015-06-03,Chennai,97.35,95.68,5.25,16.12,17.11,15.85,1.44,10.79,50.59,1.07,2.97,0.98,200.5,Poor
